-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,
69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Glasgow,Edinburgh,-1,-1,-1,-1,-1,-1,-1,-1,-1,Aalborg,-1,-1,Halmstad,V?xj?,Kalmar,-1,Visby,-1,-1,Reval,Reval,Rakvere,Narva,Sankt-Peterburg,Novgorod,Tikhvin,Vytegra,Beloozero,Kharovsk,-1,Vel'sk,-1,Velikiy Ustyug,Syktyvkar,Syktyvkar,-1,Solikamsk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Boguchany,Kodinsk,Ust'-Ilimsk,-1,Kirensk,Alekseyevsk,-1,-1,-1,Vorontsovka,Bolshoy Patom,Olyokminsk,-1,-1,-1,-1,-1,-1,-1,Okhotsk,-1,-1,-1,-1,-1,-1,Palana,Ossora,-1,-1,-1,-1,-1,-1,-1
68,-1,-1,-1,-1,-1,-1,-1,Whitehorse,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hopedale,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Carlisle,Newcastle,-1,-1,-1,-1,-1,-1,-1,-1,Holstebro,Aarhus,-1,-1,Malm?,Karlskrona,-1,-1,-1,-1,-1,-1,Riga,Tartu,Tartu,Pskov,Novgorod,Novgorod,Borovichi,Cherepovets,Cherepovets,Vologda,-1,Galich,-1,-1,-1,Vyatka,Glazov,Perm',-1,-1,-1,-1,-1,-1,Khanty-Mansiysk,Surgut,Nizhnevartovsk,Nizhnevartovsk,-1,-1,-1,Tomsk,-1,-1,-1,-1,Yeniseysk,-1,Tayezhnyy,-1,Ust'-Ilimsk,-1,Magistral'nyy,Severobaykal'sk,Kichera,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ayan,-1,-1,-1,-1,-1,-1,-1,Ust'-Khayryuzovo,-1,Ust'-Kamchatsk,-1,-1,-1,-1,-1
67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Fort McMurray,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Rigolet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Londonderry Derry,Belfast,-1,-1,Manchester,York,-1,-1,-1,-1,-1,-1,-1,Ribe,-1,K?benhavn,-1,-1,-1,-1,-1,-1,-1,Ventspils,Riga,Riga,Rezekne,Pskov,Pskov,Staraya Russa,Borovichi,Ustyuzhna,-1,Yaroslavl',Kostroma,Kineshma,-1,Yoshkar-Ola,-1,Vyatka,Glazov,Perm',-1,Nizhniy Tagil,Nizhniy Tagil,-1,-1,Tobol'sk,Tobol'sk,Nefteyugansk,-1,-1,-1,-1,-1,Tomsk,Kemerovo,-1,-1,Nazarovo,Krasnoyarsk,-1,-1,-1,Bratsk,Zheleznogorsk-Ilimskiy,-1,-1,Kurumkan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dzhana,-1,-1,-1,-1,-1,-1,-1,-1,Ichinsky,Petropavlovsk-Kamchatskiy,-1,-1,-1,-1,-1,-1,-1
66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Grande Prairie,-1,-1,-1,-1,-1,-1,Flin Flon,-1,Norway House,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cartwright,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Galway,Athlone,Dublin,-1,-1,Manchester,Sheffield,-1,-1,-1,-1,-1,-1,-1,Kiel,-1,-1,-1,-1,-1,-1,-1,-1,-1,Klaipeda,Siauliai,Daugavpils,Polotsk,Polotsk,Velikiye Luki,Rzhev,Torzhok,Tver',Rybinsk,Rostov,Ivanovo,Nizhniy Novgorod,Nizhniy Novgorod,Cheboksary,Volzhsk,Qazan,Izhevsk,Izhevsk,-1,Yekaterinburg,Yekaterinburg,-1,Tyumen',-1,-1,-1,-1,Tara,-1,-1,Novosibirsk,Novosibirsk,Kemerovo,-1,-1,Abakan,Minusinsk,-1,-1,-1,-1,Irkutsk,-1,-1,Barguzin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Chumikan,Tugur,Nikolayevsk-na-Amure,-1,-1,-1,-1,-1,Ust'-Bol'sheretsk,-1,-1,-1,-1,-1,-1,-1,-1
65,-1,-1,-1,-1,-1,-1,-1,Juneau,-1,-1,Prince George,-1,Whitecourt,Edmonton,Edmonton,Lloydminster,Prince Albert,Nipawin,-1,The Pas,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Labrador,-1,Blanc-Sablon,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Limerick,Dublin,-1,Colwyn Bay,Chester,Cambridge,Norwich,-1,-1,-1,Leeuwarden,Groningen,Bremen,Hamburg,L&#252;beck,Rostock,Berlin,Szczecin,Kolobrzeg,Slupsk,Gdansk,Gdansk,K?nigsberg,Volodino,Kaunas,Vilnius,Minsk,Viciebsk,Smolensk,Smolensk,Vyazma,Moskva,Moskva,Vladimir,Murom,-1,-1,Cheboksary,-1,Qazan,Nizhnekamsk,Ufa,-1,Chelyabinsk,Chelyabinsk,-1,Tyumen',-1,-1,-1,Omsk,-1,-1,-1,-1,Barnaul,Biysk,Novokuznetsk,Novokuznetsk,Abakan,Sayanogorsk,-1,-1,-1,-1,Irkutsk,-1,-1,Gremyachinsk,-1,-1,-1,-1,-1,&#22823;&#20852;&#23433;&#23725;&#21271;,-1,-1,Blagoveshchensk,-1,-1,-1,Sofiysl,Aleyevka,-1,-1,-1,-1,-1,-1,Ozernovskiy,-1,-1,-1,-1,-1,-1,-1
64,-1,-1,-1,-1,-1,-1,-1,-1,-1,Prince George,-1,-1,-1,Calgary,Calgary,Medicine Hat,Saskatoon,Humboldt,-1,Dauphin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Baie-Corneau,Sept-?les,Harrington Harbour,-1,St. Anthony,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Tralee,Cork,-1,-1,Bristol,Oxford,London,Colchester,-1,-1,Amsterdam,Zwolle,Enschede,M&#252;nster,Hannover,Brunswick,Magdeburg,Berlin,Frankfurt an der Oder,Poznan,Poznan,Bydgoszcz,Plock,Warszawa,Bialystok,Grodno,Baranovichi,Minsk,Mogilyov,Roslavl',Roslavl',Bryansk,Kaluga,Tula,Ryazan',Murom,-1,Saransk,-1,Ul'yanovsk,Tolyatti,Nizhnekamsk,Ufa,-1,-1,-1,-1,Kurgan,-1,Petropavl,-1,Omsk,-1,-1,-1,-1,-1,-1,Gorno-Altaysk,-1,-1,-1,-1,-1,-1,Sludyanka,-1,-1,Ulan-Ude,Khilok,Chita,-1,-1,-1,&#22823;&#20852;&#23433;&#23725;&#35199;,&#22823;&#20852;&#23433;&#23725;,&#37122;&#20262;&#26149;,-1,-1,-1,-1,Komsomol'sk-na-Amure,Gurskoye,Sovetskaya Gavan',-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,-1,-1,-1,-1,-1,-1,-1,-1,Vancouver,-1,Kelowna,-1,-1,-1,-1,-1,-1,Regina,Yorkton,Brandon,Winnipeg,Vermilion Bay,Nipigon,Terrace Bay,Marathon,White River,-1,-1,-1,-1,-1,-1,-1,Saguenay,-1,-1,-1,-1,Rocky Harbour,Lewisporte,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Exeter,Southampton,Brighton,-1,-1,Gent,Antwerp,Nijmegen,Duisburg,Essen,Gottingen,Nordhausen,Leipzig,Dresden,Frankfurt an der Oder,Zielona Gora,Leszno,Kalisz,Lodz,Warszawa,Siedlce,Brest-Litovsk,Pinsk,Babruysk,Chernigov,Chernigov,Zheleznogorsk,Bryansk,Oryol,Tula,Ryazan',Tambov,Penza,Penza,Syzran,Samara,Samara,Buzuluk,Salavat,Magnitogorsk,-1,-1,-1,-1,-1,Shchuchinsk,-1,-1,-1,-1,-1,-1,Ust'-Kamenogorsk,Zyryanovsk,-1,-1,-1,-1,Turuun,-1,-1,Zakamensk,Erdenet,Gusinoozyorsk,-1,-1,-1,-1,Choibalsan,-1,&#21628;&#20262;&#36125;&#23572;&#35199;,&#21628;&#20262;&#36125;&#23572;,&#23273;&#27743;&#24066;,&#21271;&#23433;,-1,-1,-1,Khabarovsk,Khabarovsk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,-1,-1,-1,-1,-1,-1,-1,Victoria,-1,Vancouver,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Thunder Bay,-1,Heron Bay,Wawa,-1,-1,-1,-1,-1,-1,Shawinigan,Qu&#233;bec,Rimouski,-1,-1,-1,Channel-Port aux Basques,Harbour Breton,St. John's,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Plymouth,-1,-1,-1,-1,Calais,Lille,Bruxelles,Liege,Aachen,K?ln,Frankfurt,Erfurt,Leipzig,Dresden,Praha,Wroclaw,Wroclaw,Czestochowa,Krak&#225;w,Sandomierz,Lublin,Zamosc,Rivne,Zhytomyr,Kyiv,Kyiv,Poltava,Sumy,Kursk,Voronezh,Voronezh,Tambov,-1,Saratov,Saratov,Sarai,Sarai,Uralsk,Orenburg,Magnitogorsk,Kustanay,Kustanay,-1,-1,-1,-1,Astana,Astana,-1,Pavlodar,-1,Semey,Qalbatau,-1,&#38463;&#21202;&#27888;,-1,Hovd,Hovd,Urgamal,-1,-1,Tsetserleg,Qara Qorum,Ulanbaatar,Chinggis,-1,-1,-1,-1,-1,&#21628;&#20262;&#36125;&#23572;&#35199;&#21335;,&#40784;&#40784;&#21704;&#23572;&#35199;,&#40784;&#40784;&#21704;&#23572;,&#22823;&#24198;,&#32485;&#21270;,&#20234;&#26149;,&#40548;&#23703;,Khabarovsk,Grossevichi,-1,-1,Wakkanai,-1,Kushiro,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,Seattle,-1,-1,Spokane,-1,-1,-1,Watford,Hazen,Washburn,-1,-1,Duluth,-1,-1,-1,Sault Ste. Marie,Sudbury,North Bay,-1,-1,Montreal,Montreal,Trois-Rivi&#232;res,Sherbrooke,Fredericton,Moncton,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cherbourg,Caen,Le Havre,Amiens,Reims,Sedan,Luxembourg,Trier,Frankfurt,Wurzburg,Bamberg,Pilsen,Praha,Hradec Kralove,Ostrava,Katowice,Krak&#225;w,Rzeszow,Przemysl,Lviv,Tarnopol',Vinnytsia,Bila Tserkva,Cherkassy,Poltava,Dnipro,Kharkov,Donetsk,Lugansk,-1,Kalach-na-Donu,Tsaritsyn,Tsaritsyn,Sarai,Akhtubinsk,Akhtubinsk,-1,-1,-1,-1,-1,-1,-1,-1,-1,Qaragandy,Balqash,Sayak,-1,Ayagoz,Urzhar,&#22612;&#22478;,-1,-1,-1,-1,Tsetsegnuur,Altai,Bayankhongor,-1,Bayan Nur,-1,-1,-1,-1,-1,-1,-1,&#20852;&#23433;&#30431;&#35199;,&#20852;&#23433;&#30431;,&#30333;&#22478;,&#26494;&#21407;,&#21704;&#23572;&#28392;,&#36890;&#27827;&#21439;,&#20339;&#26408;&#26031;,Ussuriysk,Terney,-1,-1,-1,Sapporo,Sapporo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,-1,-1,-1,-1,-1,-1,-1,-1,-1,Seattle,-1,-1,-1,-1,Great Falls,-1,Miles City,New Salem,Bismarck,-1,-1,Minneapolis,Iron Mountain,Munising,Whitefish Point,-1,-1,York,Peterborough,Belleville,Ottawa,Saint-Jean-sur-Richelieu,Sherbrooke,Concord,Portland,-1,Halifax,Louisbourg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Brest,Rennes,Laval,Le Mans,Paris,Paris,Chalons,Verdun,Metz,Strasbourg,Stuttgart,Ansach,N&#252;rnberg,Regensburg,Budwei?,Brno,Trencsen,-1,Kosice,-1,-1,Ivano-Frankivsk,Chernivtsi,Ribnitsa,Uman',Mykolayiv,Kherson,Zaporizhia,Berdyansk,Mariupol',Rostov-na-Donu,Volgodonsk,-1,-1,-1,Astrakhan,Atyrau,Atyrau,Kulsary,-1,-1,-1,Aralsk,-1,-1,-1,-1,-1,-1,-1,-1,Aktogay,-1,&#20811;&#25289;&#29595;&#20381;&#35199;,&#20811;&#25289;&#29595;&#20381;,-1,-1,-1,-1,-1,-1,-1,Mandalgovi,Mandalgovi,-1,-1,-1,-1,-1,&#20044;&#29664;&#31302;&#27777;,&#31185;&#23572;&#27777;&#26071;,&#20852;&#23433;&#30431;&#21335;,&#36890;&#27014;,&#38271;&#26149;,&#21513;&#26519;,&#23578;&#24535;,&#29281;&#20025;&#27743;,Vladivostok,Vladivostok,-1,-1,-1,Hakodate,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Broadus,Mission Ridge,Gettysburg,-1,-1,Minneapolis,Green Bay,-1,Traverse City,-1,Kitchener,Hamilton,-1,-1,Syracuse,Albany,Boston,Boston,-1,-1,Yarmouth,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Nantes,Angers,Tours,Orl&#233;ans,Troyes,Dijon,Besan?on,Zurich,Ulm,Augsburg,M&#252;nchen,Salzburg,Linz,Wien,Pozsony,Buda,Pest,Nyiregyhaza,Szatm&#225;rnem&#233;ti,-1,Iasi,Kishinev,Odessa,-1,-1,Yevpatoriya,-1,-1,Azov,Tikhoretsk,-1,Elista,Astrakhan,Astrakhan',-1,-1,Kulsary,-1,-1,-1,Ayteke Bi,-1,-1,-1,-1,-1,-1,Kapchagay,Taldykorgan,Sarkand,-1,&#20234;&#29313;,-1,&#20044;&#40065;&#26408;&#40784;,-1,-1,-1,-1,-1,-1,Dalandzadgad,Dalandzadgad,-1,-1,-1,&#38177;&#26519;&#37101;&#21202;,&#38177;&#26519;&#28009;&#29305;,&#38669;&#26519;&#37101;&#21202;,&#25166;&#40065;&#29305;&#26071;,&#36890;&#36797;&#35199;,&#36890;&#36797;,&#22235;&#24179;,&#36797;&#28304;,&#36890;&#21270;,&#24310;&#36793;,Sonbong,-1,-1,-1,-1,-1,Aomori,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,-1,-1,-1,-1,-1,-1,-1,-1,Portland,Portland,-1,-1,-1,-1,-1,Buffalo,Rapid City,-1,Sioux Falls,Sioux Falls,-1,Rochester,Milwaukee,-1,Grand Rapids,Detroit,-1,-1,Buffalo,Rochester,Syracuse,Albany,Boston,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,La Rochelle,Tours,Nemours,Nevers,Lyon,Gen&#232;ve,-1,-1,-1,-1,-1,Ljubljana,Graz,Szombathely,Buda,Pest,Debrecen,-1,-1,Galats,Bilhorod,-1,-1,-1,Chersonesos,Feodosiya,-1,Krasnodar,Stavropol',Pyatugirsk,-1,-1,-1,-1,-1,Beyneu,Karakalpakiya,-1,-1,-1,Baikonur,Qyzylorda,Turkistan,-1,Taraz,Orduqent,Almaty,Almaty,-1,&#20234;&#29313;&#21335;,-1,-1,-1,&#21520;&#40065;&#30058;,&#21704;&#23494;,&#21704;&#23494;&#19996;,-1,-1,-1,-1,-1,-1,-1,&#20044;&#20848;&#23519;&#24067;,&#22826;&#20166;&#23546;&#26071;,&#22622;&#32597;&#22365;,&#36196;&#23792;,&#26397;&#38451;,&#38428;&#26032; ,&#27784;&#38451;,&#25242;&#39034;,&#30333;&#23665;&#24066;,Hyesan,Ch'ongjin,-1,-1,-1,-1,-1,-1,Akita,Akita,-1,-1,-1,-1,-1,-1,-1,-1,-1
