-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,,
69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,格拉斯哥,爱丁堡,-1,-1,-1,-1,-1,-1,-1,-1,-1,奥尔堡,-1,-1,哈尔姆斯塔德,韦克舍,卡尔玛,-1,维斯比,-1,-1,雷瓦尔,雷瓦尔,拉克韦雷,纳瓦尔,圣彼得堡,诺夫哥罗德,Tikhvin,Vytegra,贝鲁泽罗,哈罗夫斯克,-1,韦利斯克,-1,Velikiy?Ustyug,瑟克特夫卡尔,科米,-1,Solikamsk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Boguchany,Kodinsk,Ust'-Ilimsk,-1,Kirensk,Alekseyevsk,-1,-1,-1,Vorontsovka,Bolshoy?Patom,Olyokminsk,-1,-1,-1,-1,-1,-1,-1,鄂霍茨克,-1,-1,-1,-1,-1,-1,Palana,Ossora,-1,-1,-1,-1,-1,-1,-1,
68,-1,-1,-1,-1,-1,-1,-1,Whitehorse,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hopedale,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,卡莱尔,纽卡斯尔,-1,-1,-1,-1,-1,-1,-1,-1,霍尔斯特布罗,阿尔胡斯,-1,-1,马尔默,卡尔斯克鲁纳,-1,-1,-1,-1,-1,-1,里加,塔尔图,塔尔图,普斯科夫,诺夫哥罗德,诺夫哥罗德,Borovichi,切列波韦茨,切列波韦茨,沃洛格达,-1,加利奇,-1,-1,-1,维亚特卡,格拉佐夫,彼尔姆,-1,-1,-1,-1,-1,-1,Khanty-Mansiysk,苏尔古特,下瓦尔托夫斯克,下瓦尔托夫斯克,-1,-1,-1,托木斯克,-1,-1,-1,-1,Yeniseysk,-1,Tayezhnyy,-1,Ust'-Ilimsk,-1,Magistral'nyy,Severobaykal'sk,Kichera,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Ayan,-1,-1,-1,-1,-1,-1,-1,Ust'-Khayryuzovo,-1,乌斯季堪察茨克,-1,-1,-1,-1,-1,
67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Fort?McMurray,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Rigolet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,伦敦德里,贝尔法斯特,-1,-1,曼彻斯特,约克,-1,-1,-1,-1,-1,-1,-1,利贝,-1,哥本哈根,-1,-1,-1,-1,-1,-1,-1,文茨皮尔斯,里加,里加,雷泽克内,普斯科夫,普斯科夫,旧鲁萨,博罗维奇,乌斯秋日那,-1,雅罗斯拉夫尔,科斯特罗马,Kineshma,-1,Yoshkar-Ola,-1,维亚特卡,格拉佐夫,彼尔姆,-1,Nizhniy?Tagil,Nizhniy?Tagil,-1,-1,托博尔斯克,托博尔斯克,Nefteyugansk,-1,-1,-1,-1,-1,托木斯克,克麦罗沃,-1,-1,Nazarovo,Krasnoyarsk,-1,-1,-1,Bratsk,Zheleznogorsk-Ilimskiy,-1,-1,Kurumkan,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dzhana,-1,-1,-1,-1,-1,-1,-1,-1,Ichinsky,Petropavlovsk-Kamchatskiy,-1,-1,-1,-1,-1,-1,-1,
66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Grande?Prairie,-1,-1,-1,-1,-1,-1,Flin?Flon,-1,Norway?House,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Cartwright,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,戈尔韦,阿斯隆,都柏林,-1,-1,曼彻斯特,谢菲尔德,-1,-1,-1,-1,-1,-1,-1,基尔,-1,-1,-1,-1,-1,-1,-1,-1,-1,克莱佩达,希奥利艾,陶格夫匹尔斯,波洛茨克,波洛茨克,大卢基,勒热夫,托尔若克,特维尔,雷宾斯克,罗斯托夫,伊万诺夫,下诺夫哥罗德,下诺夫哥罗德,Cheboksary,Volzhsk,喀山,伊热夫斯克,伊热夫斯克,-1,叶卡捷琳堡,叶卡捷琳堡,-1,秋明,-1,-1,-1,-1,Tara,-1,-1,新西伯利亚,新西伯利亚,克麦罗沃,-1,-1,Abakan,Minusinsk,-1,-1,-1,-1,伊尔库茨克,-1,-1,Barguzin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,丘米坎,图古尔,尼古拉耶夫斯克,-1,-1,-1,-1,-1,乌斯季博利舍列茨克,-1,-1,-1,-1,-1,-1,-1,-1,
65,-1,-1,-1,-1,-1,-1,-1,Juneau,-1,-1,Prince?George,-1,Whitecourt,Edmonton,Edmonton,Lloydminster,Prince?Albert,Nipawin,-1,The?Pas,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Labrador,-1,Blanc-Sablon,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,利默里克,都柏林,-1,科尔温湾,切斯特,剑桥,诺维奇,-1,-1,-1,莱瓦顿,格罗宁根,不来梅,汉堡,吕贝克,罗斯托克,柏林,什切青,科沃布热格,斯武普斯克,格但斯克,格但斯克,柯尼斯堡,Volodino,考纳斯,维尔纽斯,明斯克,维捷布斯克,斯摩棱斯克,斯摩棱斯克,维亚济马,莫斯科,莫斯科,弗拉基米尔,穆罗姆,-1,-1,Cheboksary,-1,喀山,下卡姆斯克,乌法,-1,车里雅宾斯克,车里雅宾斯克,-1,秋明,-1,-1,-1,鄂木斯克,-1,-1,-1,-1,Barnaul,Biysk,Novokuznetsk,Novokuznetsk,Abakan,Sayanogorsk,-1,-1,-1,-1,伊尔库茨克,-1,-1,Gremyachinsk,-1,-1,-1,-1,-1,大兴安岭北,-1,-1,布拉戈维申斯克,-1,-1,-1,Sofiysl,叶金卡,-1,-1,-1,-1,-1,-1,Ozernovskiy,-1,-1,-1,-1,-1,-1,-1,
64,-1,-1,-1,-1,-1,-1,-1,-1,-1,Prince?George,-1,-1,-1,Calgary,Calgary,Medicine?Hat,Saskatoon,Humboldt,-1,Dauphin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Baie-Corneau,Sept-?les,Harrington?Harbour,-1,St.?Anthony,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,丁格尔,科克,-1,-1,布里斯托尔,牛津,伦敦,科尔切斯特,-1,-1,阿姆斯特丹,兹沃勒,恩斯赫德,明斯特,汉诺威,不伦瑞克,马格德堡,柏林,奥得河畔法兰克福,波兹南,波兹南,比得哥什,普沃茨克,华沙,比亚韦斯托克,格罗德诺,巴拉诺维奇,明斯克,莫吉廖夫,罗斯拉夫尔,罗斯拉夫尔,布良斯克,卡卢加,图拉,梁赞,穆罗姆,-1,Saransk,-1,乌里扬诺夫斯克,Tolyatti,下卡姆斯克,乌法,-1,-1,-1,-1,Kurgan,-1,Petropavl,-1,鄂木斯克,-1,-1,-1,-1,-1,-1,Gorno-Altaysk,-1,-1,-1,-1,-1,-1,Sludyanka,-1,-1,乌兰乌德,Khilok,赤塔,-1,-1,-1,大兴安岭西,大兴安岭,鄂伦春,-1,-1,-1,-1,共青城,Gurskoye,苏维埃港,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
63,-1,-1,-1,-1,-1,-1,-1,-1,温哥华,-1,Kelowna,-1,-1,-1,-1,-1,-1,Regina,Yorkton,Brandon,温尼伯,Vermilion?Bay,Nipigon,Terrace?Bay,Marathon,White?River,-1,-1,-1,-1,-1,-1,-1,Saguenay,-1,-1,-1,-1,Rocky?Harbour,Lewisporte,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,埃克赛特,南安普顿,布莱顿,-1,-1,根特,安特卫普,奈梅亨,杜伊斯堡,埃森,哥廷根,北豪森,莱比锡,德累斯顿,奥得河畔法兰克福,绿山城,莱什诺,卡里什,罗兹,华沙,Siedlce,布列斯特,平斯克,博布鲁伊斯克,切尔尼戈夫,切尔尼戈夫,热列兹诺哥尔斯克,布良斯克,奥廖尔,图拉,梁赞,坦波夫,奔萨,奔萨,Syzran,萨马拉,萨马拉,布祖卢克,Salavat,Magnitogorsk,-1,-1,-1,-1,-1,Shchuchinsk,-1,-1,-1,-1,-1,-1,乌斯季卡缅诺戈尔斯克,Zyryanovsk,-1,-1,-1,-1,Turuun,-1,-1,Zakamensk,Erdenet,Gusinoozyorsk,-1,-1,-1,-1,乔巴山,-1,呼伦贝尔西,呼伦贝尔,嫩江市,北安,-1,-1,-1,哈巴罗夫斯克,哈巴罗夫斯克,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
62,-1,-1,-1,-1,-1,-1,-1,维多利亚,-1,温哥华,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Thunder?Bay,-1,Heron?Bay,Wawa,-1,-1,-1,-1,-1,-1,Shawinigan,魁北克,里穆斯基,-1,-1,-1,Channel-Port?aux?Basques,Harbour?Breton,St.?John's,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,普利茅茨,-1,-1,-1,-1,加莱,里尔,布鲁塞尔,列日,亚琛,科隆,美因河畔法兰克福,埃尔福特,莱比锡,德累斯顿,布拉格,弗罗茨瓦夫,弗罗茨瓦夫,琴斯托霍瓦,克拉科夫,桑多梅日,卢布林,Zamosc,Rivne,日托米尔,基辅,基辅,波尔塔瓦,苏梅,库尔斯克,沃罗涅什,沃罗涅什,坦波夫,-1,萨拉托夫,萨拉托夫,萨莱,萨莱,乌拉尔斯克,奥伦堡,Magnitogorsk,Kustanay,Kustanay,-1,-1,-1,-1,阿斯塔纳,阿斯塔纳,-1,Pavlodar,-1,Semey,Qalbatau,-1,阿勒泰,-1,科布多,科布多,Urgamal,-1,-1,Tsetserleg,哈拉和林,乌兰巴托,Chinggis,-1,-1,-1,-1,-1,呼伦贝尔西南,齐齐哈尔西,齐齐哈尔,大庆,绥化,伊春,鹤岗,哈巴罗夫斯克,格罗谢维奇,-1,-1,稚内,-1,钏路,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
61,-1,-1,-1,-1,-1,-1,-1,-1,-1,西雅图,-1,-1,Spokane,-1,-1,-1,Watford,Hazen,Washburn,-1,-1,Duluth,-1,-1,-1,Sault?Ste.?Marie,Sudbury,North?Bay,-1,-1,蒙特利尔,蒙特利尔,Trois-Rivières,Sherbrooke,Fredericton,蒙克顿,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,瑟堡,卡昂,勒阿弗尔,亚眠,兰斯,色当,卢森堡,特里尔,美因河畔法兰克福,符兹堡,班贝格,皮尔森,布拉格,赫拉德茨-克拉洛韦,俄斯特拉发,卡托维茨,克拉考,热舒夫,Przemysl,利沃夫,捷尔诺波尔,文尼察,白采尔科维,切尔卡瑟,波尔塔瓦,第聂伯罗,哈尔科夫,顿涅茨克,卢甘斯克,-1,顿河畔卡拉奇,Tsaritsyn,Tsaritsyn,萨莱,阿赫图宾斯克,阿赫图宾斯克,-1,-1,-1,-1,-1,-1,-1,-1,-1,卡拉干达,巴尔喀什,Sayak,-1,Ayagoz,Urzhar,塔城,-1,-1,-1,-1,Tsetsegnuur,阿尔泰,Bayankhongor,-1,Bayan?Nur,-1,-1,-1,-1,-1,-1,-1,兴安盟西,兴安盟,白城,松原,哈尔滨,通河县,佳木斯,乌苏里斯克,Terney,-1,-1,-1,札幌,旭川,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
60,-1,-1,-1,-1,-1,-1,-1,-1,-1,西雅图,-1,-1,-1,-1,格雷特瀑布,-1,Miles?City,New?Salem,俾斯麦,-1,-1,明尼阿波利斯,Iron?Mountain,Munising,Whitefish?Point,-1,-1,York,Peterborough,Belleville,渥太华,Saint-Jean-sur-Richelieu,Sherbrooke,康科德,波特兰,-1,哈利法克斯,Louisbourg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,布雷斯特,雷恩,拉瓦尔,勒芒,巴黎,巴黎,沙隆,凡尔登,梅斯,斯特拉斯堡,斯图加特,亚琛,纽伦堡,雷根斯堡,布杰约维采,布尔诺,Trencsen,-1,科希策,-1,-1,Ivano-Frankivsk,切尔诺夫策,勒布尼察,乌曼,尼古拉耶夫,赫尔松,扎波罗热,别尔江斯克,马里乌波尔,顿河畔罗斯托夫,伏尔加顿斯克,-1,-1,-1,阿斯特拉罕,阿特劳,阿特劳,库利萨雷,-1,-1,-1,阿拉尔斯克,-1,-1,-1,-1,-1,-1,-1,-1,Aktogay,-1,克拉玛依西,克拉玛依,-1,-1,-1,-1,-1,-1,-1,Mandalgovi,Mandalgovi,-1,-1,-1,-1,-1,乌珠穆沁,科尔沁旗,兴安盟南,通榆,长春,吉林,尚志,牡丹江,海参崴西,海参崴,-1,-1,-1,函馆,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Broadus,Mission?Ridge,Gettysburg,-1,-1,明尼阿波利斯,Green?Bay,-1,Traverse?City,-1,Kitchener,Hamilton,-1,-1,Syracuse,阿尔巴尼,波士顿,波士顿,-1,-1,Yarmouth,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,南特,昂热,图尔,奥尔良,特鲁瓦,第戎,贝桑松,苏黎世,乌尔姆,奥格斯堡,慕尼黑,萨尔茨堡,林兹,维也纳,Pozsony,布达,佩斯,尼尔吉哈萨,Szatmárneméti,-1,雅西,基希纳乌,敖德萨,-1,-1,耶夫帕多利亚,-1,-1,亚速,季霍列茨克,-1,埃利斯塔,阿斯特拉罕,阿斯特拉罕,-1,-1,库利萨雷,-1,-1,-1,Ayteke?Bi,-1,-1,-1,-1,-1,-1,Kapchagay,Taldykorgan,Sarkand,-1,伊犁,-1,乌鲁木齐,-1,-1,-1,-1,-1,-1,Dalandzadgad,Dalandzadgad,-1,-1,-1,锡林郭勒,锡林浩特,霍林郭勒,扎鲁特旗,通辽西,通辽,四平,辽源,通化,延边,先锋,-1,-1,-1,-1,-1,青森,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
58,-1,-1,-1,-1,-1,-1,-1,-1,波特兰,波特兰,-1,-1,-1,-1,-1,布法罗,拉皮德城,-1,Sioux?Falls,Sioux?Falls,-1,Rochester,Milwaukee,-1,Grand?Rapids,底特律,-1,-1,水牛城,Rochester,Syracuse,阿尔巴尼,波士顿,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,拉罗谢尔,图尔,内穆尔,讷韦尔,里昂,日内瓦,-1,-1,-1,-1,-1,卢布尔雅那,格拉茨,Kanizsa,布达,佩斯,德布勒森,-1,-1,加拉茨,别尔哥罗德,-1,-1,-1,切尔松尼斯,费奥多西亚,-1,克拉斯诺达尔,斯塔夫罗波尔,皮亚季戈尔斯克,-1,-1,-1,-1,-1,Beyneu,Karakalpakiya,-1,-1,-1,Baikonur,Qyzylorda,Turkistan,-1,Taraz,Orduqent,Almaty,Almaty,-1,伊犁南,-1,-1,-1,吐鲁番,哈密,哈密东,-1,-1,-1,-1,-1,-1,-1,乌兰察布,太仆寺旗,塞罕坝,赤峰,朝阳,阜新,沈阳,抚顺,白山市,惠山,清津,-1,-1,-1,-1,-1,-1,秋田,宫古,-1,-1,-1,-1,-1,-1,-1,-1,-1,
